Age,EdLevel,Employment,YearsOfExperience,Income
42,1,1,21,31700
38,2,1,3,20800
34,1,1,12,23200
26,2,1,2,14300
29,2,1,4,16800
23,1,1,1,12200
39,1,1,10,24700
38,2,1,11,24800
20,1,1,0,10200
27,1,1,5,16200
57,2,1,37,47300
24,1,1,2,13200
39,1,1,17,28200
32,1,1,3,17700
39,1,1,8,23700
30,2,1,6,18300
26,1,1,2,14200
49,2,1,23,36300
28,2,1,5,16800
23,1,1,2,12700
24,3,0.5,0,12350
27,1,1,4,15700
32,1,1,5,18700
25,1,1,4,14700
26,1,1,3,14700
25,2,1,3,14300
24,2,1,3,13800
19,1,0.5,0,9650
30,1,1,7,18700
28,1,1,4,16200
41,2,1,20,30800
37,2,1,10,23800
24,1,1,3,13700
30,1,1,5,17700
26,1,1,3,14700
33,1,1,13,23200
25,2,1,2,13800
27,1,1,5,16200
27,1,1,4,15700
35,1,1,11,23200
21,1,0.5,0,10650
29,2,1,6,17800
23,1,1,0,11700
21,1,1,0,10700
46,2,1,21,33800
26,1,1,3,14700
23,1,1,2,12700
29,2,1,8,18800
29,2,1,8,18800
24,2,1,3,13800
30,2,1,5,17800
25,1,1,0,12700
20,1,0.5,0,10150
30,1,1,8,19200
35,1,1,12,23700
37,1,1,10,23700
30,1,1,9,19700
28,2,1,3,15800
30,1,1,2,16200
35,2,1,4,19800
32,1,1,11,21700
33,2,1,5,19300
30,2,1,5,17800
31,2,1,5,18300
22,1,1,0,11200
21,1,0.5,0,10650
29,1,1,5,17200
27,1,1,4,15700
30,2,1,3,16800
53,2,1,12,32800
30,2,1,7,18800
29,2,1,5,17300
31,1,1,9,20200
24,2,1,1,12800
41,1,1,20,30700
30,1,1,11,20700
26,1,0.5,0,13150
21,1,1,2,11700
27,2,1,2,14800
43,1,1,6,24700
28,1,1,4,16200
27,1,1,5,16200
31,1,1,11,21200
37,1,1,16,26700
24,1,1,5,14700
32,1,1,10,21200
33,1,1,3,18200
29,1,1,4,16700
21,1,0.5,0,10650
23,1,1,1,12200
25,1,1,4,14700
18,1,1,2,10200
26,1,1,4,15200
38,2,1,13,25800
34,2,1,13,23800
29,1,1,2,15700
23,1,1,1,12200
24,1,1,5,14700
21,1,0.5,0,10650
42,1,1,16,29200
33,2,1,10,21800
30,1,1,6,18200
29,1,1,0,14700
34,2,1,9,21800
31,2,1,6,18800
34,1,1,11,22700
28,1,1,5,16700
38,2,1,13,25800
25,1,1,4,14700
25,1,1,3,14200
35,1,1,11,23200
32,1,1,8,20200
22,1,1,2,12200
29,1,1,8,18700
29,1,1,6,17700
35,2,1,11,23300
24,1,1,2,13200
25,1,0,0,12600
22,1,1,0,11200
23,1,1,2,12700
23,1,1,2,12700
25,1,1,0,12700
32,1,1,3,17700
27,2,1,3,15300
30,2,1,5,17800
25,1,1,2,13700
33,1,1,13,23200
31,1,1,4,17700
30,1,1,2,16200
28,1,1,6,17200
24,1,1,1,12700
24,1,1,0,12200
24,2,1,0,12300
27,2,1,6,16800
30,2,1,5,17800
38,2,1,15,26800
26,2,1,5,15800
38,2,1,11,24800
27,1,1,7,17200
43,1,1,16,29700
26,1,1,5,15700
40,2,1,10,25300
29,2,1,8,18800
27,1,1,0,13700
25,1,1,4,14700
26,1,1,3,14700
23,1,1,0,11700
36,1,1,14,25200
32,1,1,8,20200
33,1,1,8,20700
26,1,1,1,13700
25,1,1,6,15700
30,1,1,6,18200
32,1,1,10,21200
30,1,1,5,17700
23,1,1,2,12700
25,1,1,0,12700
24,1,1,5,14700
33,1,1,8,20700
25,2,1,5,15300
29,1,1,3,16200
24,1,1,4,14200
28,2,1,7,17800
24,2,1,2,13300
33,1,1,11,22200
37,2,1,12,24800
27,1,1,6,16700
27,2,1,5,16300
25,1,1,3,14200
34,3,1,11,22900
38,1,1,18,28200
23,1,1,3,13200
26,1,1,7,16700
30,2,1,8,19300
25,1,1,2,13700
29,2,1,9,19300
31,1,1,15,23200
27,2,1,3,15300
31,1,1,10,20700
23,1,1,0,11700
42,1,1,10,26200
34,2,1,10,22300
21,1,1,0,10700
30,2,1,8,19300
29,1,1,5,17200
32,1,1,4,18200
21,1,0.5,0,10650
28,1,1,6,17200
28,1,1,7,17700
35,2,1,13,24300
30,3,1,7,18900
26,1,1,4,15200
45,3,1,15,30400
45,2,1,0,22800
28,1,1,6,17200
23,1,0,0,11600
30,2,1,5,17800
28,2,1,4,16300
25,1,1,2,13700
44,1,1,20,32200
31,1,1,11,21200
29,3,1,2,15900
23,1,1,2,12700
26,1,1,3,14700
33,2,1,9,21300
27,2,1,2,14800
28,2,1,5,16800
38,1,1,16,27200
24,1,1,1,12700
24,1,1,2,13200
38,2,1,18,28300
30,2,1,0,15300
26,1,1,3,14700
33,1,1,12,22700
32,2,1,6,19300
33,2,1,9,21300
30,1,1,6,18200
38,1,1,13,25700
31,2,0.5,0,15750
26,1,1,2,14200
22,1,0.5,0,11150
26,2,1,2,14300
23,1,1,1,12200
34,1,1,10,22200
38,1,1,1,19700
37,1,1,10,23700
26,2,1,3,14800
23,2,0.5,0,11750
40,1,1,12,26200
24,1,1,1,12700
38,2,1,13,25800
39,2,1,18,28800
27,1,1,0,13700
37,2,1,10,23800
31,2,1,6,18800
26,1,1,3,14700
33,1,1,12,22700
23,2,1,1,12300
25,1,1,3,14200
29,1,1,5,17200
29,2,1,7,18300
22,1,0,0,11100
21,1,1,0,10700
24,2,1,3,13800
24,1,1,3,13700
34,1,1,9,21700
27,2,1,1,14300
25,1,1,0,12700
29,2,1,8,18800
26,1,1,4,15200
31,2,1,8,19800
31,1,1,10,20700
35,1,1,12,23700
34,3,1,14,24400
32,2,1,11,21800
23,1,0,0,11600
37,2,1,12,24800
38,2,1,15,26800
36,1,1,8,22200
24,1,1,4,14200
34,1,1,13,23700
27,1,1,5,16200
38,2,1,15,26800
45,2,1,20,32800
24,1,1,1,12700
22,1,1,0,11200
39,1,1,19,29200
29,2,1,6,17800
26,1,1,4,15200
23,1,0,0,11600
31,1,1,8,19700
28,1,1,6,17200
24,1,1,1,12700
28,1,1,5,16700
35,1,1,8,21700
35,2,1,11,23300
40,2,1,14,27300
29,2,1,5,17300
32,2,1,7,19800
23,1,0,0,11600
27,1,1,8,17700
26,1,1,4,15200
26,1,1,4,15200
27,1,1,4,15700
29,1,1,11,20200
39,1,1,20,29700
31,2,1,12,21800
24,1,1,1,12700
26,1,1,3,14700
23,1,1,3,13200
24.5,2,1,2,13550
22,1,0,0,11100
25,1,0.5,0,12650
34,1,1,6,20200
36,2,1,10,23300
45,1,1,10,27700
24,1,1,0,12200
30,1,1,10,20200
28,1,1,6,17200
30,1,1,8,19200
35,2,1,13,24300
21,1,0,0,10600
29,1,0,0,14600
41,1,1,26,33700
25,1,1,1,13200
29,2,0,0,14700
34,1,1,5,19700
31,1,1,5,18200
26,1,1,3,14700
26,1,1,4,15200
26,1,1,5,15700
36,1,1,14,25200
23,1,1,2,12700
23,1,1,4,13700
24,1,1,2,13200
31,3,1,6,18900
24,1,1,3,13700
44,2,1,5,24800
39,1,1,0,19700
33,2,1,6,19800
36,1,1,14,25200
25,2,1,2,13800
25,1,1,2,13700
20,1,1,0,10200
23,2,1,0,11800
39,1,1,10,24700
30,1,1,10,20200
29,1,1,5,17200
32,2,1,6,19300
35,2,1,16,25800
27,2,1,7,17300
33,2,1,10,21800
30,1,1,10,20200
27,2,1,0,13800
26,1,1,5,15700
31,1,1,5,18200
39,1,1,19,29200
26,1,1,3,14700
26,2,1,6,16300
38,1,1,18,28200
24,1,1,2,13200
29,2,1,7,18300
34,1,1,6,20200
27,1,1,5,16200
38,1,1,15,26700
31,2,1,8,19800
25,1,1,22,23700
28,1,1,6,17200
26,1,0.5,0,13150
25,2,1,4,14800
22,1,0.5,0,11150
26,1,1,5,15700
26,1,1,3,14700
28,2,1,5,16800
38,1,1,15,26700
25,1,0.5,0,12650
32,1,1,9,20700
26,1,1,6,16200
32,3,1,3,17900
21,1,0.5,0,10650
40,1,1,10,25200
19,1,0.5,0,9650
29,1,1,8,18700
36,1,1,13,24700
28,1,1,5,16700
35,2,1,10,22800
30,3,1,2,16400
41,2,1,22,31800
25,1,1,2,13700
29,1,1,8,18700
22,1,1,1,11700
25,1,0.5,0,12650
29,2,1,5,17300
27,1,0,0,13600
20,1,0.5,0,10150
29,2,1,5,17300
29,2,1,6,17800
31,1,0,0,15600
23,1,1,2,12700
32,1,1,9,20700
26,2,1,8,17300
26,2,1,2,14300
28,1,1,5,16700
33,2,1,5,19300
25,1,1,4,14700
29,2,1,6,17800
27,1,1,5,16200
24,1,1,3,13700
30,2,1,5,17800
24,1,1,2,13200
21,1,0.5,0,10650
20,1,0.5,0,10150
31,1,1,3,17200
21,1,0.5,0,10650
35,2,1,4,19800
35,1,1,8,21700
29,1,1,7,18200
28,2,1,7,17800
25,2,1,3,14300
25,3,1,4,14900
29,1,1,6,17700
32,1,1,10,21200
33,1,1,5,19200
29,1,1,5,17200
34,1,1,10,22200
33,2,1,10,21800
45,1,1,23,34200
28,1,1,3,15700
28,1,1,6,17200
28,2,1,2,15300
28,2,1,2,15300
30,2,1,13,21800
25,2,0,0,12700
28,2,1,2,15300
30,1,1,7,18700
23,1,0.5,0,11650
25,2,1,2,13800
43,1,1,25,34200
26,1,1,2,14200
36,2,1,13,24800
27,1,1,1,14200
31,1,1,10,20700
35,3,1,11,23400
38,1,1,16,27200
22,1,1,3,12700
39,2,1,17,28300
25,1,1,3,14200
30,1,1,5,17700
29,2,1,4,16800
22,1,0,0,11100
26,1,1,5,15700
24,1,1,5,14700
22,1,1,1,11700
33,2,1,12,22800
22,1,1,1,11700
28,2,1,5,16800
30,2,0,0,15200
26,1,1,5,15700
26,2,1,1,13800
34,2,1,9,21800
31,1,1,7,19200
33,1,1,2,17700
40,2,1,15,27800
39,1,1,21,30200
32,2,1,3,17800
28,1,1,5,16700
37,3,1,0,18900
34,1,1,13,23700
29,2,1,6,17800
27,2,1,0,13800
25,2,1,13,19300
36,2,1,4,20300
34,2,1,7,20800
24,1,1,2,13200
26,1,1,3,14700
23,1,1,2,12700
24,2,0,0,12200
34,2,1,6,20300
25,1,1,3,14200
27,2,1,4,15800
33,2,1,12,22800
30,1,1,5,17700
26,1,1,2,14200
28,2,1,6,17300
28,1,1,7,17700
30,1,1,10,20200
23,1,0.5,0,11650
27,2,0,0,13700
32,1,1,4,18200
27,2,1,6,16800
28,1,1,4,16200
22,1,1,1,11700
30,2,1,9,19800
35,1,1,14,24700
23,1,1,3,13200
31,1,1,10,20700
32,1,1,10,21200
29,1,1,3,16200
39,2,1,15,27300
36,2,1,15,25800
47,1,1,24,35700
22,1,0.5,0,11150
29,2,0.5,0,14750
28,2,1,3,15800
30,1,1,7,18700
38,2,1,12,25300
28,2,1,2,15300
38,2,1,13,25800
26,1,1,2,14200
29,1,1,2,15700
23,1,1,1,12200
28,2,1,3,15800
40,2,1,15,27800
26,1,1,5,15700
24,1,1,3,13700
25,1,1,2,13700
23,1,1,4,13700
32,1,1,9,20700
34,1,1,10,22200
29,1,1,9,19200
30,2,1,6,18300
22,1,1,2,12200
25,1,1,2,13700
30,2,1,7,18800
22,1,1,4,13200
35,1,1,13,24200
29,2,1,7,18300
24,1,1,1,12700
22,1,1,6,14200
27,1,1,4,15700
25,1,1,4,14700
24,1,1,3,13700
34,2,1,12,23300
27,1,1,4,15700
22,2,1,3,12800
38,2,1,9,23800
52,2,0,0,26200
23,1,1,1,12200
37,1,1,16,26700
23,1,1,3,13200
52,1,1,37,44700
27,1,1,1,14200
48,3,1,17,32900
22,1,1,2,12200
29,1,1,6,17700
38,2,1,10,24300
27,2,1,5,16300
30,1,1,8,19200
32,1,1,8,20200
23,2,1,3,13300
29,1,1,3,16200
31,2,1,5,18300
29,2,1,6,17800
26,2,1,4,15300
27,1,0.5,0,13650
25,1,1,4,14700
30,1,1,10,20200
33,3,1,7,20400
25,2,1,3,14300
27,2,1,4,15800
26,2,0.5,0,13250
28,1,1,5,16700
33,1,1,5,19200
26,1,1,3,14700
53,3,1,22,37900
26,2,1,3,14800
39,1,1,2,20700
21,1,0.5,0,10650
35,2,1,13,24300
44,1,1,18,31200
34,1,1,11,22700
28,2,1,5,16800
31,3,1,8,19900
46,1,1,28,37200
25,1,1,2,13700
24,1,1,3,13700
36,2,1,15,25800
27,1,1,6,16700
35,2,1,11,23300
25,1,1,3,14200
23,1,1,5,14200
22,1,1,2,12200
32,2,1,7,19800
23,1,1,3,13200
24,1,1,3,13700
22,1,1,0,11200
25,1,1,4,14700
32,2,1,10,21300
25,1,0.5,0,12650
38,1,1,5,21700
37,2,1,13,25300
37,2,1,17,27300
24,2,1,0,12300
57,2,1,15,36300
32,1,1,12,22200
30,1,1,7,18700
24,1,0,0,12100
43,3,1,20,31900
23,1,1,2,12700
36,1,1,14,25200
22,1,1,3,12700
30,2,1,6,18300
26,2,1,1,13800
26,1,1,2,14200
30,2,0.5,0,15250
30,2,1,0,15300
34,2,1,0,17300
32,2,1,8,20300
30,2,1,10,20300
41,1,1,20,30700
25,1,1,1,13200
44,1,1,19,31700
29,1,1,4,16700
27,1,1,6,16700
32,2,1,14,23300
34,2,1,10,22300
41,3,1,12,26900
32,1,1,5,18700
23,1,1,2,12700
31,2,1,8,19800
31,1,1,9,20200
28,2,1,4,16300
30,2,1,7,18800
24,1,1,2,13200
23,1,1,2,12700
29,1,1,3,16200
27,1,1,2,14700
43,2,1,23,33300
30,1,1,5,17700
32,2,1,8,20300
22,2,1,0,11300
35,3,1,10,22900
42,1,1,12,27200
27,2,1,3,15300
26,2,1,4,15300
26,1,1,4,15200
41,1,1,20,30700
25,1,1,4,14700
31,1,1,6,18700
29,1,1,6,17700
27,1,1,6,16700
32,1,1,10,21200
32,2,1,4,18300
33,1,1,2,17700
29,1,1,3,16200
27,2,1,0,13800
21,1,0.5,0,10650
35,2,1,12,23800
36,2,1,10,23300
41,2,1,15,28300
21,1,1,3,12200
27,2,1,5,16300
35,2,1,8,21800
38,2,1,20,29300
28,1,1,5,16700
29,1,1,5,17200
26,2,1,3,14800
35,1,1,9,22200
22,1,0.5,0,11150
39,1,1,16,27700
36,3,1,10,23400
32,1,1,8,20200
23,1,1,4,13700
24,1,1,2,13200
23,1,1,6,14700
29,2,1,7,18300
48,1,1,20,34200
34,2,1,10,22300
28,1,1,1,14700
30,1,1,8,19200
45,2,1,22,33800
30,3,1,9,19900
32,1,1,0,16200
29,1,1,5,17200
31,2,1,9,20300
31,2,1,8,19800
34,1,1,13,23700
30,2,1,7,18800
26,1,0,0,13100
31,2,1,3,17300
28,1,1,7,17700
27,1,1,2,14700
32,2,1,6,19300
24,1,1,0,12200
28,1,1,5,16700
37,1,1,14,25700
23,1,1,2,12700
50,1,1,2,26200
22,1,1,1,11700
25,1,1,4,14700
37,3,1,7,22400
21,1,0.5,0,10650
27,1,1,3,15200
30,1,1,7,18700
45,2,1,15,30300
33,1,1,12,22700
27,2,1,4,15800
61,2,1,33,47300
33,1,1,10,21700
32,2,1,7,19800
27,1,1,4,15700
34,1,1,13,23700
26,2,1,7,16800
32,1,1,6,19200
38,1,0,0,19100
39,2,1,19,29300
28,2,1,4,16300
29,2,1,4,16800
27,1,1,5,16200
29,2,1,6,17800
29,2,1,8,18800
31,1,1,4,17700
23,2,1,4,13800
26,1,1,5,15700
26,1,1,2,14200
29,2,1,5,17300
38,1,1,17,27700
34,2,1,11,22800
29,1,1,6,17700
22,1,1,1,11700
37,1,1,9,23200
23,1,1,2,12700
22,1,0,0,11100
21,1,1,2,11700
28,2,1,8,18300
28,1,1,7,17700
25,1,1,5,15200
30,2,1,3,16800
19,1,1,1,10200
35,2,1,15,25300
27,2,1,5,16300
38,2,1,16,27300
41,2,1,12,26800
24,2,1,5,14800
23,1,1,1,12200
24,2,1,5,14800
22,1,1,1,11700
36,2,1,13,24800
32,1,1,7,19700
29,1,1,7,18200
32,1,1,0,16200
38,1,1,10,24200
25,1,1,2,13700
28,1,1,4,16200
48,2,1,0,24300
29,1,1,6,17700
26,1,1,2,14200
29,2,1,0,14800
32,1,1,7,19700
31,1,1,10,20700
28,2,1,1,14800
25,2,1,3,14300
42,1,1,20,31200
32,1,1,6,19200
26,2,1,3,14800
21,1,1,2,11700
28,1,1,2,15200
30,1,1,7,18700
23,1,1,2,12700
27,1,1,6,16700
24,2,1,3,13800
22,1,0,0,11100
30,2,1,7,18800
33,3,0,0,16800
27,1,1,6,16700
39,2,1,15,27300
23,1,1,2,12700
34,1,1,12,23200
26,1,1,0,13200
37,2,1,11,24300
33,2,1,12,22800
35,2,1,8,21800
43,1,1,22,32700
23,1,1,1,12200
31,2,1,1,16300
47,2,0,0,23700
21,1,1,0,10700
28,1,1,7,17700
37,1,1,17,27200
30,1,1,6,18200
48,2,1,18,33300
61,1,0,0,30600
27,2,1,0,13800
19,1,0.5,0,9650
23,1,1,1,12200
22,1,0.5,0,11150
22,1,1,2,12200
27,2,1,3,15300
28,1,1,0,14200
24,2,1,0,12300
32,2,1,11,21800
37,2,1,10,23800
27,1,0,0,13600
26,1,1,4,15200
27,1,1,5,16200
25,1,1,2,13700
29,1,1,3,16200
38,2,1,3,20800
28,2,1,7,17800
27,1,1,3,15200
32,1,1,10,21200
25,1,1,5,15200
31,1,1,8,19700
27,1,1,5,16200
26,1,1,3,14700
49,2,1,26,37800
39,1,1,18,28700
37,2,1,5,21300
24,1,0,0,12100
40,3,1,10,25400
37,1,1,13,25200
23,2,1,3,13300
31,1,1,8,19700
48,2,1,6,27300
45,2,1,17,31300
34,2,1,2,18300
42,2,1,10,26300
37,2,1,10,23800
55,2,1,15,35300
28,1,1,8,18200
32,1,1,9,20700
29,1,1,1,15200
38,1,1,23,30700
31,1,0.5,0,15650
23,1,0.5,0,11650
41,3,1,20,30900
34,2,1,9,21800
24,1,1,4,14200
20,1,0.5,0,10150
24,2,1,7,15800
28,1,1,2,15200
31,1,1,7,19200
42,1,1,21,31700
36,1,1,3,19700
30,2,1,3,16800
24,1,1,2,13200
41,2,1,15,28300
26,1,1,5,15700
23,1,1,3,13200
40,2,1,6,23300
29,2,1,10,19800
24,1,1,2,13200
25,1,1,2,13700
21,1,0.5,0,10650
28,2,1,8,18300
25,2,1,3,14300
43,1,1,15,29200
21,1,1,2,11700
31,2,1,10,20800
35,1,1,2,18700
25,1,1,4,14700
23,1,1,0,11700
31,2,1,8,19800
33,2,1,0,16800
28,1,1,2,15200
26,1,0,0,13100
27,1,1,3,15200
28,1,1,6,17200
24,1,0,0,12100
37,1,1,7,22200
26,1,1,4,15200
28,1,1,3,15700
39,2,1,10,24800
25,1,1,7,16200
42,2,1,19,30800
29,1,1,8,18700
36,2,1,11,23800
44,1,1,24,34200
33,1,1,10,21700
29,1,1,2,15700
41,1,1,15,28200
28,2,1,4,16300
29,2,1,5,17300
30,1,1,10,20200
41,1,1,3,22200
55,1,1,20,37700
29,1,1,5,17200
28,1,1,0,14200
24,1,1,1,12700
29,1,1,1,15200
21,1,1,0,10700
38,1,1,15,26700
47,1,1,20,33700
23,1,1,2,12700
33,2,1,20,26800
30,2,1,1,15800
30,1,1,6,18200
25,1,1,2,13700
27,1,1,3,15200
24,1,1,2,13200
28,1,1,4,16200
38,1,1,19,28700
21,1,0.5,0,10650
25,2,1,3,14300
25,1,0.5,0,12650
22,1,1,4,13200
22,1,1,0,11200
35,1,1,5,20200
33,2,1,5,19300
50,1,1,26,38200
30,2,1,4,17300
24,1,0,0,12100
22,1,1,1,11700
32,1,1,10,21200
27,2,1,5,16300
34,1,1,0,17200
59,3,1,34,46900
34,2,1,10,22300
58,2,1,35,46800
32,2,1,10,21300
19,1,0.5,0,9650
33,1,1,5,19200
26,1,1,5,15700
28,2,0.5,0,14250
29,1,1,7,18200
39,1,1,26,32700
29,1,1,9,19200
40,1,0,0,20100
31,1,1,6,18700
23,1,1,1,12200
32,2,1,6,19300
33,1,1,10,21700
25,1,1,4,14700
38,2,1,5,21800
28,1,1,8,18200
36,1,1,9,22700
23,1,1,1,12200
20,1,0.5,0,10150
28,1,1,6,17200
32,2,1,7,19800
36,1,1,15,25700
30,1,1,8,19200
23,1,1,2,12700
26,1,1,2,14200
30,2,1,7,18800
29,1,1,3,16200
41,2,1,20,30800
22,1,0,0,11100
30,2,1,5,17800
33,2,1,2,17800
38,1,1,10,24200
30,2,1,10,20300
26,1,1,4,15200
29,2,0,0,14700
47,2,1,15,31300
38,2,1,17,27800
35,2,1,8,21800
26,1,1,2,14200
26,2,1,4,15300
27,2,1,5,16300
44,2,1,19,31800
27,1,1,1,14200
45,2,1,25,35300
33,1,1,6,19700
23,1,1,2,12700
25,1,1,3,14200
23,1,0.5,0,11650
28,1,1,0,14200
38,2,1,14,26300
37,1,1,19,28200
21,1,1,1,11200
40,2,1,14,27300
32,2,1,2,17300
24,1,1,4,14200
23,2,1,1,12300
24,2,0.5,0,12250
29,2,1,3,16300
22,1,0.5,0,11150
25,1,1,3,14200
37,1,1,9,23200
26,1,1,4,15200
29,2,1,10,19800
29,2,1,3,16300
24,1,1,5,14700
32,2,1,12,22300
22,1,1,2,12200
40,2,1,12,26300
28,2,1,8,18300
24,1,0.5,0,12150
35,2,1,12,23800
30,1,1,9,19700
33,1,1,0,16700
42,2,1,20,31300
37,1,1,8,22700
30,1,1,9,19700
31,1,1,0,15700
30,1,1,7,18700
32,2,1,5,18800
34,1,1,8,21200
26,3,1,2,14400
29,1,1,6,17700
42,2,1,22,32300
31,1,1,5,18200
26,2,1,5,15800
26,2,1,3,14800
27,2,1,5,16300
28,1,1,3,15700
34,1,1,11,22700
32,1,1,7,19700
30,1,1,6,18200
25,1,1,3,14200
25,2,1,5,15300
29,1,1,6,17700
32,2,1,5,18800
42,2,1,15,28800
25,1,1,0,12700
22,1,0,0,11100
28,1,0,0,14100
27,2,1,2,14800
29,2,1,2,15800
30,2,1,1,15800
29,1,1,8,18700
23,2,1,2,12800
33,1,1,10,21700
43,2,1,20,31800
23,1,1,0,11700
34,2,1,11,22800
21,1,0.5,0,10650
22,2,0.5,0,11250
36,1,0,0,18100
37,1,1,13,25200
22,1,1,0,11200
24,2,1,3,13800
25,1,1,2,13700
31,2,1,8,19800
36,1,1,10,23200
21,1,1,6,13700
37,1,1,1,19200
40,2,1,19,29800
44,2,1,22,33300
22,2,0.5,0,11250
25,2,1,3,14300
30,1,1,7,18700
27,1,1,10,18700
21,1,0.5,0,10650
23,1,1,2,12700
27,1,1,5,16200
26,1,1,3,14700
26,1,1,3,14700
34,2,1,12,23300
30,2,1,0,15300
26,2,1,4,15300
37,1,1,17,27200
28,1,1,1,14700
27,1,1,5,16200
27,1,1,4,15700
25,1,1,2,13700
37,2,1,12,24800
32,1,1,10,21200
61,1,1,39,50200
45,1,1,10,27700
24,1,1,3,13700
32,2,1,8,20300
26,1,1,5,15700
32,2,1,9,20800
27,1,1,3,15200
26,2,1,3,14800
24,1,1,2,13200
30,2,0.5,0,15250
38,1,1,2,20200
26,2,1,6,16300
41,2,1,15,28300
25,2,1,3,14300
28,1,1,6,17200
26,1,1,5,15700
31,1,1,12,21700
43,3,1,20,31900
28,1,1,7,17700
25,2,1,8,16800
24,2,0.5,0,12250
32,1,1,2,17200
29,1,1,2,15700
35,1,1,4,19700
27,1,1,2,14700
24,1,1,4,14200
21,1,0.5,0,10650
38,2,1,19,28800
28,2,1,10,19300
35,1,1,10,22700
63,1,0,0,31600
30,1,1,2,16200
25,1,1,0,12700
40,1,1,15,27700
57,1,1,33,45200
39,1,1,4,21700
30,2,1,7,18800
28,2,1,3,15800
44,3,1,12,28400
21,2,0.5,0,10750
36,3,1,13,24900
28,2,1,4,16300
22,1,0.5,0,11150
28,1,1,5,16700
32,1,1,0,16200
64,1,0,0,32100
23,1,0,0,11600
27,1,1,5,16200
30,1,1,5,17700
40,1,1,16,28200
42,2,1,21,31800
30,1,1,2,16200
21,1,0.5,0,10650
26,2,1,5,15800
28,2,1,6,17300
24,2,1,4,14300
24,1,1,3,13700
30,1,1,9,19700
27,1,1,5,16200
27,2,0,0,13700
31,1,1,3,17200
37,1,1,9,23200
35,1,1,12,23700
51,2,1,25,38300
30,1,1,7,18700
30,2,1,3,16800
23,1,1,2,12700
43,1,1,23,33200
28,1,1,10,19200
44,1,1,7,25700
27,1,1,1,14200
28,2,1,6,17300
28,2,1,3,15800
33,1,1,5,19200
32,1,1,0,16200
23,1,1,3,13200
28,1,1,4,16200
26,1,1,3,14700
24,1,1,3,13700
24,2,0.5,0,12250
37,1,1,2,19700
32,1,1,10,21200
36,2,1,13,24800
32,2,1,10,21300
32,2,1,8,20300
41,1,0.5,0,20650
41,1,1,15,28200
31,2,1,7,19300
34,1,1,7,20700
28,2,1,4,16300
27,1,1,0,13700
24,1,1,4,14200
33,1,1,5,19200
29,1,1,11,20200
29,2,1,5,17300
25,2,1,3,14300
27,1,1,2,14700
42,2,1,22,32300
38,2,1,14,26300
31,1,1,5,18200
46,1,1,24,35200
28,1,1,6,17200
22,2,1,1,11800
34,2,1,10,22300
27,1,1,4,15700
31,2,1,5,18300
30,2,1,7,18800
29,2,1,10,19800
38,2,1,15,26800
23,1,1,2,12700
34,2,1,13,23800
31,2,1,13,22300
27,2,1,3,15300
31,1,1,0,15700
31,2,1,5,18300
26,1,0.5,0,13150
28,1,1,7,17700
24,1,1,3,13700
49,2,1,13,31300
38,2,1,8,23300
26,1,1,3,14700
24,2,1,4,14300
25,2,1,3,14300
36,2,1,12,24300
21,1,1,2,11700
30,2,1,4,17300
52,2,1,33,42800
27,1,1,4,15700
25,1,1,3,14200
25,1,0.5,0,12650
33,2,1,12,22800
39,3,1,10,24900
32,1,1,0,16200
32,1,1,10,21200
31,1,1,9,20200
24,1,1,6,15200
25,2,0.5,0,12750
22,1,1,0,11200
24,1,1,3,13700
32,2,1,14,23300
28,2,1,7,17800
27,1,0,0,13600
24,1,1,2,13200
24,1,1,4,14200
25,1,1,4,14700
37,3,0,0,18800
30,1,1,7,18700
28,2,1,6,17300
28,2,1,6,17300
28,1,1,3,15700
25,1,1,6,15700
24,1,1,10,17200
48,1,1,1,24700
34,1,1,0,17200
27,1,1,5,16200
28,2,1,4,16300
40,2,1,3,21800
34,1,1,7,20700
64,2,1,40,52300
37,1,1,12,24700
32,1,1,8,20200
25,1,1,5,15200
24,1,1,0,12200
54,1,1,20,37200
39,3,1,16,27900
28,1,1,1,14700
29,1,1,7,18200
30,1,1,8,19200
30,2,1,9,19800
28,1,1,7,17700
26,1,0,0,13100
27,2,1,3,15300
44,1,1,13,28700
28,1,1,6,17200
20,1,0.5,0,10150
30,2,1,7,18800
29,2,1,5,17300
29,2,1,3,16300
27,2,1,6,16800
35,2,1,10,22800
25,1,1,5,15200
41,2,1,17,29300
49,2,1,3,26300
40,2,1,2,21300
31,1,1,4,17700
32,2,1,3,17800
37,1,1,4,20700
23,1,1,1,12200
25,2,1,4,14800
35,1,1,12,23700
26,1,1,6,16200
36,1,1,13,24700
40,1,1,15,27700
31,2,1,12,21800
30,1,1,6,18200
24,1,1,1,12700
50,3,1,21,35900
31,2,1,0,15800
28,1,1,7,17700
54,2,1,25,39800
55,2,1,10,32800
31,3,1,10,20900
25,2,1,10,17800
27,1,1,4,15700
51,3,1,20,35900
26,1,1,4,15200
43,1,1,24,33700
45,2,1,23,34300
28,1,1,6,17200
36,1,1,14,25200
29,3,1,2,15900
57,1,1,30,43700
55,2,1,34,44800
38,2,1,13,25800
49,2,1,27,38300
31,1,1,6,18700
35,2,1,1,18300
31,2,1,6,18800
34,1,1,11,22700
26,2,1,4,15300
28,2,1,10,19300
27,1,1,4,15700
33,2,1,10,21800
21,3,0.5,0,10850
41,2,1,10,25800
23,1,1,4,13700
36,2,1,12,24300
30,2,1,8,19300
29,2,1,6,17800
